,PL battery large storage 2023,PL hydro PSH storage 2023
641,42.074834063212286,196.40643620698262
642,43.6564409406872,190.56527901072337
643,47.67653973406096,192.89908712576812
644,55.72466544836942,190.39697252003725
645,75.40309923346373,167.0736861229175
646,-25.653654176771614,2.0506500380348054e-05
647,-56.47479780154588,1.480355590027944e-05
648,-46.38365720273203,1.288038773096727e-05
649,-140.00121058496555,-0.004101537067415323
650,-140.00121018737232,-0.004083368222549278
651,-84.48362690646121,8.262464720686151e-06
652,-44.62041244273979,1.6378307969423643e-05
653,-62.38054952515658,1.850438568835399e-05
654,149.99967957441942,246.29590058648677
655,149.9996745224516,337.9721792576815
656,149.9996741351254,340.65274356240377
657,149.99967897519267,284.8766377361576
658,-29.903380480435736,2.0373338018408304e-05
659,-104.79696597148909,1.5366957401881893e-05
660,-140.00121546315413,-26.213811068886976
661,-89.40575110391481,1.1315475384977446e-05
662,-14.68839028208269,1.3358378320349587e-05
663,-17.288306522435356,2.1211518610500197e-05
664,150.00109520139367,722.3103343890369
665,150.00109551213038,731.6165183439638
666,96.0823299561901,0.000528047724120642
667,0.00020954329892219513,0.00020843473775894044
668,-40.34446912828081,-86.7251242470934
669,-37.35824830227827,-261.9957447342162
670,-32.10650694784543,-379.48758570298025
671,-81.88638683564425,-1052.4602807003046
