,PL biogas CHP industrial 2023,PL biogas CHP public 2023,PL biogas production industrial 2023,PL biomass wood CHP industrial 2023,PL biomass wood CHP public 2023,PL hard coal CHP industrial 2023,PL hard coal CHP public 2023,PL natural gas CHP old industrial 2023,PL natural gas CHP old public 2023,PL other CHP industrial 2023
136,-33.6,-147.9324,-86.39999999999999,-130.0,-176.49424000000002,-298.7,-1899.68256,-785.2,-1281.31232,-275.0
137,-33.6,-151.1664,-86.39999999999999,-130.0,-180.35264,-298.7,-1941.21216,-785.2,-1309.32352,-275.0
138,-33.6,-152.6448,-86.39999999999999,-130.0,-182.11648,-298.7,-1960.1971199999998,-785.2,-1322.12864,-275.0
139,-33.6,-153.4764,-86.39999999999999,-130.0,-183.10864,-298.7,-1970.87616,-785.2,-1329.33152,-275.0
140,-33.6,-151.536,-86.39999999999999,-130.0,-180.7936,-298.7,-1945.9583999999998,-785.2,-1312.5248,-275.0
141,-33.6,-144.97560000000001,-86.39999999999999,-130.0,-172.96656,-298.7,-1861.71264,-785.2,-1255.7020799999998,-275.0
142,-33.6,-132.3168,-86.39999999999999,-130.0,-157.86368000000002,-298.7,-1699.15392,-785.2,-1146.0582399999998,-275.0
143,-33.6,-120.39720000000001,-86.39999999999999,-130.0,-143.64272,-298.7,-1546.08768,-785.2,-1042.8169599999999,-275.0
144,-33.6,-128.5284,-86.39999999999999,-130.0,-153.34384,-298.7,-1650.50496,-785.2,-1113.24512,-275.0
145,-33.6,-130.6536,-86.39999999999999,-130.0,-155.87936000000002,-298.7,-1677.79584,-785.2,-1131.65248,-275.0
146,-33.6,-131.39280000000002,-86.39999999999999,-130.0,-156.76128,-298.7,-1687.2883199999999,-785.2,-1138.05504,-275.0
147,-33.6,-135.18120000000002,-86.39999999999999,-130.0,-161.28112000000002,-298.7,-1735.93728,-785.2,-1170.86816,-275.0
148,-33.6,-144.2364,-86.39999999999999,-130.0,-172.08464,-298.7,-1852.2201599999999,-785.2,-1249.2995199999998,-275.0
149,-33.6,-166.50480000000002,-86.39999999999999,-130.0,-198.65248000000003,-298.7,-2138.18112,-785.2,-1442.17664,-275.0
150,-33.6,-176.11440000000002,-86.39999999999999,-130.0,-210.11744000000002,-298.7,-2261.58336,-785.2,-1525.4099199999998,-275.0
151,-33.6,-173.61960000000002,-86.39999999999999,-130.0,-207.14096000000004,-298.7,-2229.54624,-785.2,-1503.8012800000001,-275.0
152,-33.6,-170.66280000000003,-86.39999999999999,-130.0,-203.61328000000003,-298.7,-2191.57632,-785.2,-1478.19104,-275.0
153,-33.6,-167.52120000000002,-86.39999999999999,-130.0,-199.86512,-298.7,-2151.23328,-785.2,-1450.9801599999998,-275.0
154,-33.6,-163.8252,-86.39999999999999,-130.0,-195.45552,-298.7,-2103.77088,-785.2,-1418.9673599999999,-275.0
155,-33.6,-160.776,-86.39999999999999,-130.0,-191.8176,-298.7,-2064.6144,-785.2,-1392.5567999999998,-275.0
156,-33.6,-159.57480000000004,-86.39999999999999,-130.0,-190.38448000000002,-298.7,-2049.1891200000005,-785.2,-1382.15264,-275.0
157,-33.6,-158.55840000000003,-86.39999999999999,-130.0,-189.17184000000003,-298.7,-2036.13696,-785.2,-1373.34912,-275.0
158,-33.6,-159.29760000000002,-86.39999999999999,-130.0,-190.05376,-298.7,-2045.62944,-785.2,-1379.7516799999999,-275.0
159,-33.6,-160.776,-86.39999999999999,-130.0,-191.8176,-298.7,-2064.6144,-785.2,-1392.5567999999998,-275.0
160,-33.6,-163.54800000000003,-86.39999999999999,-130.0,-195.12480000000005,-298.7,-2100.2112,-785.2,-1416.5664000000002,-275.0
161,-33.6,-166.32000000000005,-86.39999999999999,-130.0,-198.43200000000004,-298.7,-2135.8080000000004,-785.2,-1440.5760000000002,-275.0
162,-33.6,-167.15160000000003,-86.39999999999999,-130.0,-199.42416000000003,-298.7,-2146.48704,-785.2,-1447.77888,-275.0
163,-33.6,-167.05920000000003,-86.39999999999999,-130.0,-199.31392000000002,-298.7,-2145.3004800000003,-785.2,-1446.97856,-275.0
164,-33.6,-164.7492,-86.39999999999999,-130.0,-196.55792,-298.7,-2115.63648,-785.2,-1426.9705599999998,-275.0
165,-33.6,-157.91160000000002,-86.39999999999999,-130.0,-188.40016,-298.7,-2027.83104,-785.2,-1367.74688,-275.0
166,-33.6,-144.2364,-86.39999999999999,-130.0,-172.08464,-298.7,-1852.2201599999999,-785.2,-1249.2995199999998,-275.0
167,-33.6,-132.68640000000002,-86.39999999999999,-130.0,-158.30464,-298.7,-1703.9001600000001,-785.2,-1149.25952,-275.0
168,-33.6,-94.52520000000001,-86.39999999999999,-130.0,-112.77552000000001,-298.7,-1213.85088,-785.2,-818.72736,-275.0
169,-33.6,-94.3404,-86.39999999999999,-130.0,-112.55504,-298.7,-1211.47776,-785.2,-817.12672,-275.0
170,-33.6,-97.57440000000001,-86.39999999999999,-130.0,-116.41344000000001,-298.7,-1253.00736,-785.2,-845.13792,-275.0
171,-33.6,-105.6132,-86.39999999999999,-130.0,-126.00432,-298.7,-1356.23808,-785.2,-914.76576,-275.0
172,-33.6,-121.32120000000002,-86.39999999999999,-130.0,-144.74512000000001,-298.7,-1557.95328,-785.2,-1050.82016,-275.0
173,-33.6,-129.5448,-86.39999999999999,-130.0,-154.55648,-298.7,-1663.55712,-785.2,-1122.04864,-275.0
174,-33.6,-127.2348,-86.39999999999999,-130.0,-151.80048,-298.7,-1633.89312,-785.2,-1102.04064,-275.0
175,-33.6,-124.18560000000004,-86.39999999999999,-130.0,-148.16256000000004,-298.7,-1594.7366400000003,-785.2,-1075.6300800000001,-275.0
176,-33.6,-120.12000000000002,-86.39999999999999,-130.0,-143.312,-298.7,-1542.528,-785.2,-1040.416,-275.0
177,-33.6,-117.2556,-86.39999999999999,-130.0,-139.89455999999998,-298.7,-1505.74464,-785.2,-1015.6060799999999,-275.0
178,-33.6,-115.22280000000002,-86.39999999999999,-130.0,-137.46928000000003,-298.7,-1479.6403200000002,-785.2,-997.99904,-275.0
179,-33.6,-114.48360000000001,-86.39999999999999,-130.0,-136.58736000000002,-298.7,-1470.14784,-785.2,-991.5964799999999,-275.0
180,-33.6,-112.72800000000001,-86.39999999999999,-130.0,-134.49280000000002,-298.7,-1447.6032,-785.2,-976.3904,-275.0
181,-33.6,-112.91280000000002,-86.39999999999999,-130.0,-134.71328000000003,-298.7,-1449.97632,-785.2,-977.99104,-275.0
182,-33.6,-114.48360000000001,-86.39999999999999,-130.0,-136.58736000000002,-298.7,-1470.14784,-785.2,-991.5964799999999,-275.0
