,PL biogas substrate supply 2023,PL biomass wood supply 2023,PL electricity final use 2023,PL hard coal supply 2023,PL hydro ROR 2023,PL lignite supply 2023,PL natural gas supply 2023,PL other fuel supply 2023,PL solar PV ground 2023,PL solar PV ground new,PL solar PV roof 2023,PL wind onshore 2023,PL wind onshore new,PL wind onshore old 2023
469,153.65853658496638,1855.999999999394,19675.0114155,13120.220186350132,276.0,18950.997547796636,2052.666666663383,808.82352941225,1740.455238161965,426.315091856,2788.3090341,281.9284211914721,800.080031924,501.4643564475695
470,153.65853658496638,1855.999999999394,19375.5707763,13120.220186350132,276.0,20209.518145362934,2052.666666663383,808.82352941225,1507.3368623518445,369.214007275,2324.94229689,288.81184293649915,819.614381299,513.8803465195814
471,153.65853658496638,1855.999999999394,19040.9018265,13127.990033240068,276.0,22244.696969679,2052.666666663383,808.82352941225,1130.2698098065769,276.853473335,1798.15300872,285.370600597151,809.848536209,507.67214575142424
472,153.65853658496638,1855.999999999394,18706.2328767,14076.139187272925,276.0,22244.696969679,2052.666666663383,808.82352941225,810.699259355573,198.576396431,1243.12666461,271.5962608313156,770.758563902,482.84345756957214
473,153.65853658496638,1855.999999999394,18530.0913242,16584.53217625051,276.0,22244.696969679,2052.666666663383,808.82352941225,429.5979680396292,105.227697539,579.517498619,226.72611429239635,643.422312915,402.1956911876407
474,153.65853658496638,1855.999999999394,18864.760274,18947.430413730974,276.0,22244.696969679,2052.666666663383,808.82352941225,62.16297663802115,15.2264848538,80.8425158723,244.00260364844894,692.450977953,433.20583296968493
475,153.65853658496638,1855.999999999394,19833.5388128,19258.510025400516,276.0,22244.696969679,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,316.3080485584712,897.645411023,563.560766627716
476,153.65853658496638,1855.999999999394,18794.303653,17864.9361347566,276.0,22244.696969679,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,357.43991284234664,1014.37285227,638.1307761825846
477,153.65853658496638,1855.999999999394,17455.6278539,14925.63261257215,276.0,22244.696969679,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,364.2821050742864,1033.79019709,650.5648720395184
478,153.65853658496638,1855.999999999394,16240.2511416,13292.566755672859,276.0,22244.696969679,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,316.30804855826204,897.645411023,563.5607666275109
479,153.65853658496638,1855.999999999394,15236.2442922,13120.220186350132,276.0,20868.84590209947,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,261.25566712956254,741.41316313,464.22626211462085
480,153.65853658496638,1855.999999999394,14390.7648402,13120.220186350132,276.0,19014.360848948974,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,219.8089592935678,623.792232539,389.79451492365234
481,153.65853658496638,1855.999999999394,14144.1666667,13120.220186350132,276.0,18798.686066204027,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,188.6353786665984,535.325240718,334.0095908206945
482,153.65853658496638,1855.999999999394,13968.0251142,13120.220186350132,276.0,18560.590674662257,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,171.28392655961744,486.083840122,303.0323686487209
483,153.65853658496638,1855.999999999394,13915.1826484,13120.220186350132,276.0,18400.46198470207,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,171.28392655961346,486.083840122,303.0323686487189
484,153.65853658496638,1855.999999999394,13510.0570776,13120.220186350132,276.0,17231.97106372854,2052.666666663383,808.82352941225,-0.0,-0.0,-0.0,167.81082503459834,476.22758242,296.83815869871484
485,153.65853658496638,1855.999999999394,14003.2534247,13120.220186350132,276.0,18662.087770188104,2052.666666663383,808.82352941225,24.861220221868948,6.08962149024,29.3636818858,160.86181088264362,456.507089431,284.4509732867463
486,153.65853658496638,1855.999999999394,15183.4018265,13120.220186350132,276.0,21449.149910110722,2052.666666663383,808.82352941225,136.8022202067179,33.5089636424,228.572833375,146.95253816569237,417.034193121,259.68154040277904
