technology,parameter,technology_year,value
natural gas CHP old,efficiency,2025,0.48
natural gas CHP old,efficiency,2030,0.48
natural gas CHP old,efficiency,2035,0.48
natural gas CHP old,efficiency,2040,0.48
natural gas CHP old,efficiency,2045,0.48
natural gas CHP old,efficiency,2050,0.48
natural gas CHP old,efficiency2,2015,0.2
natural gas CHP old,efficiency2,2020,0.2
natural gas CHP old,efficiency2,2025,0.2
natural gas CHP old,efficiency2,2030,0.2
natural gas CHP old,efficiency2,2035,0.2
natural gas CHP old,efficiency2,2040,0.2
natural gas CHP old,efficiency2,2045,0.2
natural gas CHP old,efficiency2,2050,0.2
natural gas CHP old,fixed_cost,2015,190000.0
natural gas CHP old,fixed_cost,2020,190000.0
natural gas CHP old,fixed_cost,2025,190000.0
natural gas CHP old,fixed_cost,2030,190000.0
natural gas CHP old,fixed_cost,2035,190000.0
natural gas CHP old,fixed_cost,2040,190000.0
natural gas CHP old,fixed_cost,2045,190000.0
natural gas CHP old,fixed_cost,2050,190000.0
natural gas CHP old,lifetime,2015,25.0
natural gas CHP old,lifetime,2020,25.0
natural gas CHP old,lifetime,2025,25.0
natural gas CHP old,lifetime,2030,25.0
natural gas CHP old,lifetime,2035,25.0
natural gas CHP old,lifetime,2040,25.0
natural gas CHP old,lifetime,2045,25.0
natural gas CHP old,lifetime,2050,25.0
natural gas CHP old,p_max_pu_annual,2015,0.93
natural gas CHP old,p_max_pu_annual,2020,0.93
natural gas CHP old,p_max_pu_annual,2025,0.93
natural gas CHP old,p_max_pu_annual,2030,0.93
natural gas CHP old,p_max_pu_annual,2035,0.93
natural gas CHP old,p_max_pu_annual,2040,0.93
natural gas CHP old,p_max_pu_annual,2045,0.93
natural gas CHP old,p_max_pu_annual,2050,0.93
natural gas CHP old,variable_cost,2015,28.0
natural gas CHP old,variable_cost,2020,28.0
natural gas CHP old,variable_cost,2025,28.0
natural gas CHP old,variable_cost,2030,28.0
natural gas CHP old,variable_cost,2035,28.0
natural gas CHP old,variable_cost,2040,28.0
natural gas CHP old,variable_cost,2045,28.0
natural gas CHP old,variable_cost,2050,28.0
natural gas power CCGT,efficiency,2015,0.56
natural gas power CCGT,efficiency,2020,0.56
natural gas power CCGT,efficiency,2025,0.56
natural gas power CCGT,efficiency,2030,0.56
natural gas power CCGT,efficiency,2035,0.56
natural gas power CCGT,efficiency,2040,0.56
natural gas power CCGT,efficiency,2045,0.56
natural gas power CCGT,efficiency,2050,0.56
natural gas power CCGT,fixed_cost,2015,190000.0
natural gas power CCGT,fixed_cost,2020,190000.0
natural gas power CCGT,fixed_cost,2025,190000.0
natural gas power CCGT,fixed_cost,2030,190000.0
natural gas power CCGT,fixed_cost,2035,190000.0
natural gas power CCGT,fixed_cost,2040,190000.0
natural gas power CCGT,fixed_cost,2045,190000.0
natural gas power CCGT,fixed_cost,2050,190000.0
natural gas power CCGT,investment_cost,2015,5600000.0
natural gas power CCGT,investment_cost,2020,5600000.0
natural gas power CCGT,investment_cost,2025,5600000.0
natural gas power CCGT,investment_cost,2030,5600000.0
natural gas power CCGT,investment_cost,2035,5600000.0
natural gas power CCGT,investment_cost,2040,5600000.0
natural gas power CCGT,investment_cost,2045,5600000.0
natural gas power CCGT,investment_cost,2050,5600000.0
natural gas power CCGT,lifetime,2015,25.0
natural gas power CCGT,lifetime,2020,25.0
natural gas power CCGT,lifetime,2025,25.0
natural gas power CCGT,lifetime,2030,25.0
natural gas power CCGT,lifetime,2035,25.0
natural gas power CCGT,lifetime,2040,25.0
natural gas power CCGT,lifetime,2045,25.0
natural gas power CCGT,lifetime,2050,25.0
natural gas power CCGT,p_max_pu_annual,2015,0.93
natural gas power CCGT,p_max_pu_annual,2020,0.93
natural gas power CCGT,p_max_pu_annual,2025,0.93
natural gas power CCGT,p_max_pu_annual,2030,0.93
natural gas power CCGT,p_max_pu_annual,2035,0.93
natural gas power CCGT,p_max_pu_annual,2040,0.93
natural gas power CCGT,p_max_pu_annual,2045,0.93
natural gas power CCGT,p_max_pu_annual,2050,0.93
natural gas power CCGT,variable_cost,2015,28.0
natural gas power CCGT,variable_cost,2020,28.0
natural gas power CCGT,variable_cost,2025,28.0
natural gas power CCGT,variable_cost,2030,28.0
natural gas power CCGT,variable_cost,2035,28.0
natural gas power CCGT,variable_cost,2040,28.0
natural gas power CCGT,variable_cost,2045,28.0
natural gas power CCGT,variable_cost,2050,28.0
natural gas power peaker,efficiency,2015,0.43
natural gas power peaker,efficiency,2020,0.43
natural gas power peaker,efficiency,2025,0.43
natural gas power peaker,efficiency,2030,0.43
natural gas power peaker,efficiency,2035,0.43
natural gas power peaker,efficiency,2040,0.43
natural gas power peaker,efficiency,2045,0.43
natural gas power peaker,efficiency,2050,0.43
natural gas power peaker,fixed_cost,2015,46000.0
natural gas power peaker,fixed_cost,2020,46000.0
natural gas power peaker,fixed_cost,2025,46000.0
natural gas power peaker,fixed_cost,2030,46000.0
natural gas power peaker,fixed_cost,2035,46000.0
natural gas power peaker,fixed_cost,2040,46000.0
natural gas power peaker,fixed_cost,2045,46000.0
natural gas power peaker,fixed_cost,2050,46000.0
natural gas power peaker,investment_cost,2015,3000000.0
natural gas power peaker,investment_cost,2020,3000000.0
natural gas power peaker,investment_cost,2025,3000000.0
natural gas power peaker,investment_cost,2030,3000000.0
natural gas power peaker,investment_cost,2035,3000000.0
natural gas power peaker,investment_cost,2040,3000000.0
natural gas power peaker,investment_cost,2045,3000000.0
natural gas power peaker,investment_cost,2050,3000000.0
natural gas power peaker,lifetime,2015,25.0
natural gas power peaker,lifetime,2020,25.0
natural gas power peaker,lifetime,2025,25.0
natural gas power peaker,lifetime,2030,25.0
natural gas power peaker,lifetime,2035,25.0
natural gas power peaker,lifetime,2040,25.0
natural gas power peaker,lifetime,2045,25.0
natural gas power peaker,lifetime,2050,25.0
natural gas power peaker,p_max_pu_annual,2015,0.99
natural gas power peaker,p_max_pu_annual,2020,0.99
natural gas power peaker,p_max_pu_annual,2025,0.99
natural gas power peaker,p_max_pu_annual,2030,0.99
natural gas power peaker,p_max_pu_annual,2035,0.99
natural gas power peaker,p_max_pu_annual,2040,0.99
natural gas power peaker,p_max_pu_annual,2045,0.99
natural gas power peaker,p_max_pu_annual,2050,0.99
natural gas power peaker,variable_cost,2015,33.0
natural gas power peaker,variable_cost,2020,33.0
natural gas power peaker,variable_cost,2025,33.0
natural gas power peaker,variable_cost,2030,33.0
natural gas power peaker,variable_cost,2035,33.0
natural gas power peaker,variable_cost,2040,33.0
natural gas power peaker,variable_cost,2045,33.0
natural gas power peaker,variable_cost,2050,33.0
natural gas supply,co2_emissions,2015,0.2
natural gas supply,co2_emissions,2020,0.2
natural gas supply,co2_emissions,2021,0.2
natural gas supply,co2_emissions,2022,0.2
natural gas supply,co2_emissions,2023,0.2
natural gas supply,co2_emissions,2025,0.2
natural gas supply,co2_emissions,2030,0.2
natural gas supply,co2_emissions,2035,0.2
natural gas supply,co2_emissions,2040,0.2
natural gas supply,co2_emissions,2045,0.2
natural gas supply,co2_emissions,2050,0.2
natural gas supply,variable_cost,2020,100.0
natural gas supply,variable_cost,2021,170.0
natural gas supply,variable_cost,2022,420.0
natural gas supply,variable_cost,2023,210.0
natural gas supply,variable_cost,2025,160.0
natural gas supply,variable_cost,2030,160.0
natural gas supply,variable_cost,2035,160.0
natural gas supply,variable_cost,2040,160.0
natural gas supply,variable_cost,2045,160.0
natural gas supply,variable_cost,2050,160.0
nuclear power large,efficiency,2015,0.32
nuclear power large,efficiency,2020,0.32
nuclear power large,efficiency,2025,0.32
nuclear power large,efficiency,2030,0.32
nuclear power large,efficiency,2035,0.32
nuclear power large,efficiency,2040,0.32
nuclear power large,efficiency,2045,0.32
nuclear power large,efficiency,2050,0.32
nuclear power large,fixed_cost,2015,660000.0
nuclear power large,fixed_cost,2020,660000.0
nuclear power large,fixed_cost,2025,660000.0
nuclear power large,fixed_cost,2030,660000.0
nuclear power large,fixed_cost,2035,660000.0
nuclear power large,fixed_cost,2040,660000.0
nuclear power large,fixed_cost,2045,660000.0
nuclear power large,fixed_cost,2050,660000.0
nuclear power large,investment_cost,2015,33000000.0
nuclear power large,investment_cost,2020,33000000.0
nuclear power large,investment_cost,2025,33000000.0
nuclear power large,investment_cost,2030,33000000.0
nuclear power large,investment_cost,2035,33000000.0
nuclear power large,investment_cost,2040,33000000.0
nuclear power large,investment_cost,2045,33000000.0
nuclear power large,investment_cost,2050,33000000.0
nuclear power large,lifetime,2015,60.0
nuclear power large,lifetime,2020,60.0
nuclear power large,lifetime,2025,60.0
nuclear power large,lifetime,2030,60.0
nuclear power large,lifetime,2035,60.0
nuclear power large,lifetime,2040,60.0
nuclear power large,lifetime,2045,60.0
nuclear power large,lifetime,2050,60.0
nuclear power large,p_max_pu_annual,2015,0.9
nuclear power large,p_max_pu_annual,2020,0.9
nuclear power large,p_max_pu_annual,2025,0.9
nuclear power large,p_max_pu_annual,2030,0.9
nuclear power large,p_max_pu_annual,2035,0.9
nuclear power large,p_max_pu_annual,2040,0.9
nuclear power large,p_max_pu_annual,2045,0.9
nuclear power large,p_max_pu_annual,2050,0.9
nuclear power large,variable_cost,2015,70.0
nuclear power large,variable_cost,2020,70.0
nuclear power large,variable_cost,2025,70.0
nuclear power large,variable_cost,2030,70.0
nuclear power large,variable_cost,2035,70.0
nuclear power large,variable_cost,2040,70.0
nuclear power large,variable_cost,2045,70.0
nuclear power large,variable_cost,2050,70.0
other CHP,efficiency,2015,0.34
other CHP,efficiency,2020,0.34
other CHP,efficiency,2025,0.34
other CHP,efficiency,2030,0.34
other CHP,efficiency,2035,0.34
other CHP,efficiency,2040,0.34
other CHP,efficiency,2045,0.34
other CHP,efficiency,2050,0.34
other CHP,efficiency2,2015,0.36
other CHP,efficiency2,2020,0.36
other CHP,efficiency2,2025,0.36
other CHP,efficiency2,2030,0.36
other CHP,efficiency2,2035,0.36
other CHP,efficiency2,2040,0.36
other CHP,efficiency2,2045,0.36
other CHP,efficiency2,2050,0.36
other CHP,fixed_cost,2015,860000.0
other CHP,fixed_cost,2020,860000.0
other CHP,fixed_cost,2025,860000.0
other CHP,fixed_cost,2030,860000.0
other CHP,fixed_cost,2035,860000.0
other CHP,fixed_cost,2040,860000.0
other CHP,fixed_cost,2045,860000.0
other CHP,fixed_cost,2050,860000.0
other CHP,investment_cost,2015,32000000.0
other CHP,investment_cost,2020,32000000.0
other CHP,investment_cost,2025,32000000.0
other CHP,investment_cost,2030,32000000.0
other CHP,investment_cost,2035,32000000.0
other CHP,investment_cost,2040,32000000.0
other CHP,investment_cost,2045,32000000.0
other CHP,investment_cost,2050,32000000.0
other CHP,lifetime,2015,25.0
other CHP,lifetime,2020,25.0
other CHP,lifetime,2025,25.0
other CHP,lifetime,2030,25.0
other CHP,lifetime,2035,25.0
other CHP,lifetime,2040,25.0
other CHP,lifetime,2045,25.0
other CHP,lifetime,2050,25.0
other CHP,p_max_pu_annual,2015,0.94
other CHP,p_max_pu_annual,2020,0.94
other CHP,p_max_pu_annual,2025,0.94
other CHP,p_max_pu_annual,2030,0.94
other CHP,p_max_pu_annual,2035,0.94
other CHP,p_max_pu_annual,2040,0.94
other CHP,p_max_pu_annual,2045,0.94
other CHP,p_max_pu_annual,2050,0.94
other CHP,variable_cost,2015,97.0
other CHP,variable_cost,2020,97.0
other CHP,variable_cost,2025,97.0
other CHP,variable_cost,2030,97.0
other CHP,variable_cost,2035,97.0
other CHP,variable_cost,2040,97.0
other CHP,variable_cost,2045,97.0
other CHP,variable_cost,2050,97.0
other fuel supply,co2_emissions,2015,0.32
other fuel supply,co2_emissions,2020,0.32
other fuel supply,co2_emissions,2021,0.32
other fuel supply,co2_emissions,2022,0.32
other fuel supply,co2_emissions,2023,0.32
other fuel supply,co2_emissions,2025,0.32
other fuel supply,co2_emissions,2030,0.32
other fuel supply,co2_emissions,2035,0.32
other fuel supply,co2_emissions,2040,0.32
other fuel supply,co2_emissions,2045,0.32
other fuel supply,co2_emissions,2050,0.32
other fuel supply,variable_cost,2020,90.0
other fuel supply,variable_cost,2021,90.0
other fuel supply,variable_cost,2022,90.0
other fuel supply,variable_cost,2023,90.0
other fuel supply,variable_cost,2025,90.0
other fuel supply,variable_cost,2030,90.0
other fuel supply,variable_cost,2035,90.0
other fuel supply,variable_cost,2040,90.0
other fuel supply,variable_cost,2045,90.0
other fuel supply,variable_cost,2050,90.0
solar PV ground,fixed_cost,2015,60000.0
solar PV ground,fixed_cost,2020,54000.0
solar PV ground,fixed_cost,2025,49000.0
solar PV ground,fixed_cost,2030,45000.0
solar PV ground,fixed_cost,2035,42000.0
solar PV ground,fixed_cost,2040,39000.0
solar PV ground,fixed_cost,2045,37000.0
solar PV ground,fixed_cost,2050,35000.0
solar PV ground,investment_cost,2015,8500000.0
solar PV ground,investment_cost,2020,3300000.0
solar PV ground,investment_cost,2025,2800000.0
solar PV ground,investment_cost,2030,2300000.0
solar PV ground,investment_cost,2035,2100000.0
solar PV ground,investment_cost,2040,1900000.0
solar PV ground,investment_cost,2045,1800000.0
solar PV ground,investment_cost,2050,1700000.0
solar PV ground,lifetime,2015,20.0
solar PV ground,lifetime,2020,25.0
solar PV ground,lifetime,2025,25.0
solar PV ground,lifetime,2030,25.0
solar PV ground,lifetime,2035,25.0
solar PV ground,lifetime,2040,25.0
solar PV ground,lifetime,2045,25.0
solar PV ground,lifetime,2050,25.0
solar PV ground,p_max_pu_annual,2015,0.11
solar PV ground,p_max_pu_annual,2020,0.12
solar PV ground,p_max_pu_annual,2025,0.12
solar PV ground,p_max_pu_annual,2030,0.13
solar PV ground,p_max_pu_annual,2035,0.13
solar PV ground,p_max_pu_annual,2040,0.13
solar PV ground,p_max_pu_annual,2045,0.13
solar PV ground,p_max_pu_annual,2050,0.13
solar PV roof,fixed_cost,2015,86000.0
solar PV roof,fixed_cost,2020,67000.0
solar PV roof,fixed_cost,2025,61000.0
solar PV roof,fixed_cost,2030,54000.0
solar PV roof,fixed_cost,2035,52000.0
solar PV roof,fixed_cost,2040,49000.0
solar PV roof,fixed_cost,2045,47000.0
solar PV roof,fixed_cost,2050,45000.0
solar PV roof,investment_cost,2015,6700000.0
solar PV roof,investment_cost,2020,4600000.0
solar PV roof,investment_cost,2025,3800000.0
solar PV roof,investment_cost,2030,3000000.0
solar PV roof,investment_cost,2035,2800000.0
solar PV roof,investment_cost,2040,2500000.0
solar PV roof,investment_cost,2045,2400000.0
solar PV roof,investment_cost,2050,2300000.0
solar PV roof,lifetime,2015,20.0
solar PV roof,lifetime,2020,25.0
solar PV roof,lifetime,2025,25.0
solar PV roof,lifetime,2030,25.0
solar PV roof,lifetime,2035,25.0
solar PV roof,lifetime,2040,25.0
solar PV roof,lifetime,2045,25.0
solar PV roof,lifetime,2050,25.0
solar PV roof,p_max_pu_annual,2015,0.1
solar PV roof,p_max_pu_annual,2020,0.11
solar PV roof,p_max_pu_annual,2025,0.12
solar PV roof,p_max_pu_annual,2030,0.12
solar PV roof,p_max_pu_annual,2035,0.12
solar PV roof,p_max_pu_annual,2040,0.12
solar PV roof,p_max_pu_annual,2045,0.12
solar PV roof,p_max_pu_annual,2050,0.12
wind offshore,fixed_cost,2015,300000.0
wind offshore,fixed_cost,2020,300000.0
wind offshore,fixed_cost,2025,250000.0
wind offshore,fixed_cost,2030,230000.0
wind offshore,fixed_cost,2035,220000.0
wind offshore,fixed_cost,2040,200000.0
wind offshore,fixed_cost,2045,200000.0
wind offshore,fixed_cost,2050,200000.0
wind offshore,investment_cost,2015,20000000.0
wind offshore,investment_cost,2020,20000000.0
wind offshore,investment_cost,2025,18000000.0
wind offshore,investment_cost,2030,17000000.0
wind offshore,investment_cost,2035,17000000.0
wind offshore,investment_cost,2040,16000000.0
wind offshore,investment_cost,2045,16000000.0
wind offshore,investment_cost,2050,16000000.0
wind offshore,lifetime,2015,25.0
wind offshore,lifetime,2020,30.0
wind offshore,lifetime,2025,30.0
wind offshore,lifetime,2030,30.0
wind offshore,lifetime,2035,30.0
wind offshore,lifetime,2040,30.0
wind offshore,lifetime,2045,30.0
wind offshore,lifetime,2050,30.0
wind offshore,p_max_pu_annual,2015,0.44
wind offshore,p_max_pu_annual,2020,0.44
wind offshore,p_max_pu_annual,2025,0.48
wind offshore,p_max_pu_annual,2030,0.48
wind offshore,p_max_pu_annual,2035,0.48
wind offshore,p_max_pu_annual,2040,0.49
wind offshore,p_max_pu_annual,2045,0.49
wind offshore,p_max_pu_annual,2050,0.49
wind offshore,variable_cost,2015,30.0
wind offshore,variable_cost,2020,30.0
wind offshore,variable_cost,2025,30.0
wind offshore,variable_cost,2030,30.0
wind offshore,variable_cost,2035,30.0
wind offshore,variable_cost,2040,30.0
wind offshore,variable_cost,2045,30.0
wind offshore,variable_cost,2050,30.0
wind onshore,fixed_cost,2015,160000.0
wind onshore,fixed_cost,2020,98000.0
wind onshore,fixed_cost,2025,100000.0
wind onshore,fixed_cost,2030,99000.0
wind onshore,fixed_cost,2035,97000.0
wind onshore,fixed_cost,2040,95000.0
wind onshore,fixed_cost,2045,94000.0
wind onshore,fixed_cost,2050,93000.0
wind onshore,investment_cost,2015,8700000.0
wind onshore,investment_cost,2020,7100000.0
wind onshore,investment_cost,2025,7600000.0
wind onshore,investment_cost,2030,7400000.0
wind onshore,investment_cost,2035,7200000.0
wind onshore,investment_cost,2040,7100000.0
wind onshore,investment_cost,2045,7100000.0
wind onshore,investment_cost,2050,7000000.0
wind onshore,lifetime,2015,20.0
wind onshore,lifetime,2020,25.0
wind onshore,lifetime,2025,25.0
wind onshore,lifetime,2030,25.0
wind onshore,lifetime,2035,25.0
wind onshore,lifetime,2040,25.0
wind onshore,lifetime,2045,25.0
wind onshore,lifetime,2050,25.0
wind onshore,p_max_pu_annual,2015,0.28
wind onshore,p_max_pu_annual,2020,0.31
wind onshore,p_max_pu_annual,2025,0.32
wind onshore,p_max_pu_annual,2030,0.32
wind onshore,p_max_pu_annual,2035,0.33
wind onshore,p_max_pu_annual,2040,0.33
wind onshore,p_max_pu_annual,2045,0.34
wind onshore,p_max_pu_annual,2050,0.34
wind onshore,variable_cost,2015,13.0
wind onshore,variable_cost,2020,13.0
wind onshore,variable_cost,2025,13.0
wind onshore,variable_cost,2030,13.0
wind onshore,variable_cost,2035,13.0
wind onshore,variable_cost,2040,13.0
wind onshore,variable_cost,2045,13.0
wind onshore,variable_cost,2050,13.0
wind onshore old,fixed_cost,2015,160000.0
wind onshore old,fixed_cost,2020,160000.0
wind onshore old,fixed_cost,2025,160000.0
wind onshore old,fixed_cost,2030,160000.0
wind onshore old,fixed_cost,2035,160000.0
wind onshore old,fixed_cost,2040,160000.0
wind onshore old,fixed_cost,2045,160000.0
wind onshore old,fixed_cost,2050,160000.0
wind onshore old,lifetime,2015,20.0
wind onshore old,lifetime,2020,20.0
wind onshore old,lifetime,2025,20.0
wind onshore old,lifetime,2030,20.0
wind onshore old,lifetime,2035,20.0
wind onshore old,lifetime,2040,20.0
wind onshore old,lifetime,2045,20.0
wind onshore old,lifetime,2050,20.0
wind onshore old,p_max_pu_annual,2015,0.28
wind onshore old,p_max_pu_annual,2020,0.28
wind onshore old,p_max_pu_annual,2025,0.28
wind onshore old,p_max_pu_annual,2030,0.28
wind onshore old,p_max_pu_annual,2035,0.28
wind onshore old,p_max_pu_annual,2040,0.28
wind onshore old,p_max_pu_annual,2045,0.28
wind onshore old,p_max_pu_annual,2050,0.28
wind onshore old,variable_cost,2015,17.0
wind onshore old,variable_cost,2020,17.0
wind onshore old,variable_cost,2025,17.0
wind onshore old,variable_cost,2030,17.0
wind onshore old,variable_cost,2035,17.0
wind onshore old,variable_cost,2040,17.0
wind onshore old,variable_cost,2045,17.0
wind onshore old,variable_cost,2050,17.0
wind onshore small,fixed_cost,2015,630000.0
wind onshore small,fixed_cost,2020,600000.0
wind onshore small,fixed_cost,2025,580000.0
wind onshore small,fixed_cost,2030,570000.0
wind onshore small,fixed_cost,2035,560000.0
wind onshore small,fixed_cost,2040,550000.0
wind onshore small,fixed_cost,2045,550000.0
wind onshore small,fixed_cost,2050,540000.0
wind onshore small,investment_cost,2015,25000000.0
wind onshore small,investment_cost,2020,24000000.0
wind onshore small,investment_cost,2025,23000000.0
wind onshore small,investment_cost,2030,23000000.0
wind onshore small,investment_cost,2035,23000000.0
wind onshore small,investment_cost,2040,22000000.0
wind onshore small,investment_cost,2045,22000000.0
wind onshore small,investment_cost,2050,22000000.0
wind onshore small,lifetime,2015,20.0
wind onshore small,lifetime,2020,20.0
wind onshore small,lifetime,2025,20.0
wind onshore small,lifetime,2030,20.0
wind onshore small,lifetime,2035,20.0
wind onshore small,lifetime,2040,20.0
wind onshore small,lifetime,2045,20.0
wind onshore small,lifetime,2050,20.0
wind onshore small,p_max_pu_annual,2015,0.14
wind onshore small,p_max_pu_annual,2020,0.16
wind onshore small,p_max_pu_annual,2025,0.17
wind onshore small,p_max_pu_annual,2030,0.18
wind onshore small,p_max_pu_annual,2035,0.18
wind onshore small,p_max_pu_annual,2040,0.19
wind onshore small,p_max_pu_annual,2045,0.19
wind onshore small,p_max_pu_annual,2050,0.2
