,PL battery large electricity,PL biogas,PL biogas substrate,PL biomass wood,PL electricity,PL hard coal,PL hydro PSH electricity,PL lignite,PL natural gas,PL other fuel
25,8.875851814764272e-06,-7.735252438578755e-10,-5.372271516534965e-10,-1.6996182239381596e-09,-2.9445480369128014e-05,-1.57597241923213e-08,1.1943232390348492e-05,-1.1912561603821814e-08,-7.438302418449894e-09,4.853291102335788e-10
26,8.875893939422526e-06,-7.778453436912969e-10,-5.401830094342586e-10,-1.6996182239381596e-09,-2.944553684712946e-05,-1.581247488502413e-08,1.194326250987151e-05,-1.1274096323177218e-08,-7.470134733011946e-09,4.853291102335788e-10
27,8.875946892395478e-06,-7.947846825118177e-10,-5.51892753719585e-10,-1.6996182239381596e-09,-2.944561349894946e-05,-1.601074473001063e-08,1.1943299914554594e-05,-1.0897565516643226e-08,-7.598373485961929e-09,4.853291102335788e-10
28,8.87601106379604e-06,-8.344613888766617e-10,-5.795186552859377e-10,-1.6996182239381596e-09,-2.944572577101408e-05,-1.6474587027914822e-08,1.1943346346042202e-05,-1.0855728760361671e-08,-7.89668774814345e-09,4.853291102335788e-10
29,8.876083095464755e-06,-9.399627742823213e-10,-6.527898221975192e-10,-1.6996182239381596e-09,-2.944585097154693e-05,-1.7711499822326005e-08,1.1943396521271005e-05,-1.0946678230538964e-08,-8.691586117492989e-09,4.853291102335788e-10
30,8.876330191600462e-06,-9.532641342957504e-10,-6.621121428906918e-10,-1.6996182239381596e-09,-2.9446481143144223e-05,-1.825355866458267e-08,1.1943607897438836e-05,-1.5212208381853998e-08,-9.040832082973793e-09,4.853291102335788e-10
31,-2.384987119796733e-06,-9.532641342957504e-10,-6.621121428906918e-10,-1.6998455976136029e-09,1.5170259787905784e-05,-1.792432158254087e-08,0.0,-1.796797732822597e-08,-8.923962013795972e-09,4.853291102335788e-10
32,-2.3851642296790487e-06,-9.532641342957504e-10,-6.621121428906918e-10,-1.6996182239381596e-09,1.5174743260514442e-05,-1.79334165295586e-08,0.0,-1.796797732822597e-08,-8.8625711214263e-09,4.853291102335788e-10
33,8.876863209316853e-06,-9.49853529164102e-10,-6.596110324608162e-10,-1.6996182239381596e-09,-2.9447378727320868e-05,-1.7826096154749393e-08,1.194389220894167e-05,-1.594889909029007e-08,-8.766619430389255e-09,4.853291102335788e-10
34,8.876913572565092e-06,-9.339373718830757e-10,-6.485834092018194e-10,-1.6996182239381596e-09,-2.9447172310234096e-05,-1.7644197214394808e-08,1.1943807163863059e-05,-1.3382305041886866e-08,-8.646566129755229e-09,4.853291102335788e-10
35,8.877103834308464e-06,-9.200675776810385e-10,-6.390337148332037e-10,-1.6996182239381596e-09,-2.944735657167076e-05,-1.7478669178672135e-08,1.1943848315464204e-05,-1.199805410578847e-08,-8.542883733753115e-09,4.853291102335788e-10
36,8.877291033981762e-06,-9.133600542554632e-10,-6.343725544866174e-10,-1.6996182239381596e-09,-2.944752795078139e-05,-1.739681465551257e-08,1.1943880507580483e-05,-1.0102667147293687e-08,-8.491952030453831e-09,4.853291102335788e-10
37,8.877573329526991e-06,-9.080167728825472e-10,-6.306208888418041e-10,-1.6996182239381596e-09,-2.9447962818234128e-05,-1.734042598400265e-08,1.194399649207207e-05,-1.1248630471527576e-08,-8.451934263575822e-09,4.853291102335788e-10
38,8.8777683258557e-06,-9.119958122028038e-10,-6.333493729471229e-10,-1.6996182239381596e-09,-2.944812355905093e-05,-1.738408172968775e-08,1.1944023338342028e-05,-9.28048393689096e-09,-8.481038094032556e-09,4.853291102335788e-10
39,8.878066109571788e-06,-9.158611646853387e-10,-6.360778570524417e-10,-1.6996182239381596e-09,-2.944857342980127e-05,-1.7429556464776397e-08,1.1944140120930012e-05,-1.0273652151226997e-08,-8.510596671840176e-09,4.853291102335788e-10
40,8.878407791029276e-06,-9.300720194005407e-10,-6.458549250965007e-10,-1.6996182239381596e-09,-2.944913170868593e-05,-1.759508450049907e-08,1.1944289297115143e-05,-1.257285475730896e-08,-8.616552804596722e-09,4.853291102335788e-10
41,8.879513246052206e-06,-9.403038347954862e-10,-6.530171958729625e-10,-1.6996182239381596e-09,-2.945189036747164e-05,-1.771331881172955e-08,1.1945145404986827e-05,-1.7360434867441654e-08,-8.694314601598307e-09,4.853291102335788e-10
42,-2.384922339615514e-06,-9.428049452253617e-10,-6.547224984387867e-10,-1.6993908502627164e-09,1.5171054636794024e-05,-1.7658749129623175e-08,0.0,-1.796797732822597e-08,-8.712959242984653e-09,4.853291102335788e-10
43,-2.3849071055792592e-06,-9.399627742823213e-10,-6.527898221975192e-10,-1.6996182239381596e-09,1.5171510664960618e-05,-1.7642378224991262e-08,-5.684341886080802e-14,-1.796797732822597e-08,-8.691586117492989e-09,4.853291102335788e-10
44,1.0807480454842191e-05,-9.2791196948383e-10,-6.443769962061197e-10,-1.6996182239381596e-09,-3.307436154393666e-05,-1.7571437638252974e-08,1.362900728934818e-05,-1.6170815797522664e-08,-8.601546142017469e-09,4.853291102335788e-10
45,1.3814569517807168e-05,-8.942606655182317e-10,-6.210711944731884e-10,-1.6996182239381596e-09,-3.874017900239189e-05,-1.717853592708707e-08,1.6276108285480796e-05,-1.2016243999823928e-08,-8.347342372871935e-09,4.853291102335788e-10
46,1.9663571409829993e-05,-8.341203283634968e-10,-5.792344381916337e-10,-1.6996182239381596e-09,-4.9698500394087715e-05,-1.6469130059704185e-08,2.137224135314847e-05,-8.474671631120145e-09,-7.894414011389017e-09,4.853291102335788e-10
47,4.1806713281615764e-05,-7.806875146343373e-10,-5.42115685675526e-10,-1.6996182239381596e-09,-8.91758851093706e-05,-1.58470356836915e-08,3.869017329144387e-05,-5.159563443157822e-09,-7.49150785850361e-09,4.853291102335788e-10
48,-7.5192323622145325e-06,-6.347136149997823e-10,-4.4082071326556616e-10,-1.6962076188065112e-09,7.273578603417263e-06,-1.4131728676147759e-08,8.426039264029491e-07,-4.4929038267582655e-09,-6.39192876406014e-09,4.853291102335788e-10
49,1.38414847162452e-07,-6.418758857762441e-10,-4.4570924728759564e-10,-1.6996182239381596e-09,-2.070419441224658e-06,-1.4215402188710868e-08,1.8119916054349367e-06,-4.49108483735472e-09,-6.4455889514647424e-09,4.853291102335788e-10
50,8.389947735382635e-06,-6.446043698815629e-10,-4.4775561036658473e-10,-1.6996182239381596e-09,-1.305312116528512e-05,-1.424996298737824e-08,4.255606950432221e-06,-4.4919943320564926e-09,-6.46650732960552e-09,4.853291102335788e-10
51,2.10520375053998e-06,-6.577920430572703e-10,-4.567937139654532e-10,-1.699504537100438e-09,-6.592681529582478e-06,-1.4402758097276092e-08,2.365070853439281e-06,-4.4919943320564926e-09,-6.5651875047478825e-09,4.853291102335788e-10
52,1.2754668048842177e-05,-6.931486495886929e-10,-4.814069143321831e-10,-1.6996182239381596e-09,2.358868964336125e-05,-1.4817487681284547e-08,1.0983248515117339e-05,-4.4929038267582655e-09,-6.832124199718237e-09,4.853291102335788e-10
53,1.275124066069111e-05,-7.795506462571211e-10,-5.413767212303355e-10,-1.6996750673570205e-09,2.3717353997199098e-05,-1.583066477905959e-08,1.0984394066326786e-05,-4.4929038267582655e-09,-7.48377715353854e-09,4.853291102335788e-10
54,1.2752457628550928e-05,-8.242295734817162e-10,-5.723563845094759e-10,-1.6996182239381596e-09,3.488627351089235e-05,-1.635271473787725e-08,1.09844043549856e-05,-4.4929038267582655e-09,-7.81938069849275e-09,4.853291102335788e-10
55,1.2753241634300139e-05,-8.132019502227195e-10,-5.647393663821276e-10,-1.6996750673570205e-09,3.4885903630765824e-05,-1.6221747500821948e-08,1.0984632453414633e-05,-4.4929038267582655e-09,-7.736616680631414e-09,4.853291102335788e-10
56,1.27535146461355e-05,-8.026290743146092e-10,-5.574065653490834e-10,-1.6996182239381596e-09,3.488781248961459e-05,-1.610169420018792e-08,1.0984600180563575e-05,-4.4929038267582655e-09,-7.657035894226283e-09,4.853291102335788e-10
57,1.2753596678294343e-05,-7.87281351222191e-10,-5.467768460221123e-10,-1.6995613805192988e-09,3.4890489700956095e-05,-1.5919795259833336e-08,1.0984504456246214e-05,-4.4929038267582655e-09,-7.541530067101121e-09,4.853291102335788e-10
58,1.2753463543901944e-05,-7.753442332614213e-10,-5.384777068684343e-10,-1.6995613805192988e-09,3.489473488116346e-05,-1.578155206516385e-08,1.098432301205321e-05,-4.4919943320564926e-09,-7.451490091625601e-09,4.853291102335788e-10
59,1.2753337202298098e-05,-7.639755494892597e-10,-5.305196282279212e-10,-1.6995613805192988e-09,3.489778191578807e-05,-1.5648765838705003e-08,1.098420420930779e-05,-4.4929038267582655e-09,-7.365542842308059e-09,4.853291102335788e-10
60,1.275330482286563e-05,-7.561311576864682e-10,-5.252331902738661e-10,-1.6995613805192988e-09,3.489790174171503e-05,-1.555417838972062e-08,1.0984210689457541e-05,-4.4929038267582655e-09,-7.3068804340437055e-09,4.853291102335788e-10
61,1.2753619564875862e-05,-7.540847946074791e-10,-5.236984179646242e-10,-1.6995613805192988e-09,3.489127539069159e-05,-1.5530531527474523e-08,1.0984536515934451e-05,-4.4929038267582655e-09,-7.290509529411793e-09,4.853291102335788e-10
62,1.2753435598256146e-05,-7.554490366601385e-10,-5.246079126663972e-10,-1.6995613805192988e-09,3.489082382657216e-05,-1.554872142150998e-08,1.0984563289184734e-05,-4.4929038267582655e-09,-7.301878213183954e-09,4.853291102335788e-10
63,1.2753168157075834e-05,-7.607923180330545e-10,-5.284164217300713e-10,-1.6996182239381596e-09,3.488907270821073e-05,-1.561056706123054e-08,1.0984652675460893e-05,-4.4929038267582655e-09,-7.34235072741285e-09,4.853291102335788e-10
64,1.2753612537608205e-05,-7.721610018052161e-10,-5.36203970114002e-10,-1.6996750673570205e-09,3.4869565041617534e-05,-1.5745172277092934e-08,1.0985578597910717e-05,-4.4929038267582655e-09,-7.4273884820286185e-09,4.853291102335788e-10
65,-0.00014256411222390852,-7.820517566869967e-10,-5.430820237961598e-10,-1.6995613805192988e-09,0.00018014715328718012,-1.5859768609516323e-08,-7.689085578022059e-06,-4.4929038267582655e-09,-7.502421794924885e-09,4.853291102335788e-10
66,0.0,-7.855760486563668e-10,-5.455262908071745e-10,-1.6996182239381596e-09,-1.2671431680457218e-06,-1.589978637639433e-08,0.0,-4.4919943320564926e-09,-7.529251888627186e-09,4.853291102335788e-10
67,0.0,-7.852349881432019e-10,-5.454126039694529e-10,-1.6998455976136029e-09,-3.36671555932727e-06,-1.5897967386990786e-08,0.0,-4.4919943320564926e-09,-7.525613909820095e-09,4.853291102335788e-10
68,-0.00014260545430033744,-7.770495358272456e-10,-5.396714186645113e-10,-1.6996182239381596e-09,0.0001746512916724896,-1.58033799380064e-08,-7.68915538174042e-06,-4.4929038267582655e-09,-7.464223017450422e-09,4.853291102335788e-10
69,-0.0001463167555442865,-7.487415132345632e-10,-5.200035957386717e-10,-1.6996750673570205e-09,0.0003502421966459224,-1.5472323866561055e-08,-9.339425069281428e-05,-4.4929038267582655e-09,-7.251401257235557e-09,4.853291102335788e-10
70,-7.824540990745846e-05,-6.96672941558063e-10,-4.838511813431978e-10,-1.6995613805192988e-09,0.0002229697042821499,-1.4859324437566102e-08,-5.693737435393366e-05,-4.4919943320564926e-09,-6.858954293420538e-09,4.853291102335788e-10
71,-5.5943404355771444e-05,-6.51084519631695e-10,-4.5213255361886695e-10,-1.6996750673570205e-09,0.00017615785509406123,-1.4322722563520074e-08,-4.124923940825682e-05,-4.4929038267582655e-09,-6.514710548799485e-09,4.853291102335788e-10
72,-4.366662046859809e-05,-6.139089236967266e-10,-4.263256414560601e-10,-1.6542571756872348e-09,0.00014969388735153188,-1.3887984096072614e-08,-3.202093035255802e-05,-4.4929038267582655e-09,-6.234586180653423e-09,4.853291102335788e-10
73,-3.545418481754059e-05,-6.202753866091371e-10,-4.3070258470834233e-10,-1.6671037883497775e-09,0.00013180957694203244,-1.396438165102154e-08,-2.5638347977950085e-05,-4.4919943320564926e-09,-6.282334652496502e-09,4.853291102335788e-10
74,-2.9366476859246822e-05,-6.237996785785072e-10,-4.332036951382179e-10,-1.6741523722885177e-09,0.0001184905927402724,-1.4002580428496003e-08,-2.0793114162592102e-05,-4.4919943320564926e-09,-6.309164746198803e-09,4.853291102335788e-10
75,1.3147651561240536e-05,-6.361915438901633e-10,-4.418438948050607e-10,-1.6987087292363867e-09,-7.286370584580482e-05,-1.4148099580779672e-08,1.2194068311544015e-05,-4.4919943320564926e-09,-6.402842700481415e-09,4.853291102335788e-10
76,1.3147368608912302e-05,-6.71207089908421e-10,-4.661160346586257e-10,-1.6996182239381596e-09,-7.28232631956871e-05,-1.4561010175384581e-08,1.2193949359584622e-05,-4.4919943320564926e-09,-6.667505658697337e-09,4.853291102335788e-10
77,1.3147917837130763e-05,-7.534026735811494e-10,-5.23186827194877e-10,-1.6996182239381596e-09,-7.28196336012843e-05,-1.5521436580456793e-08,1.2194045723390445e-05,-4.4919943320564926e-09,-7.285962055902928e-09,4.853291102335788e-10
78,1.3148204054402868e-05,-7.951257430249825e-10,-5.522338142327499e-10,-1.6996182239381596e-09,-5.821361708058248e-05,-1.6012563719414175e-08,1.2194006160370918e-05,-4.4919943320564926e-09,-7.600647222716361e-09,4.853291102335788e-10
79,1.3148624692149724e-05,-7.823928172001615e-10,-5.43309397471603e-10,-1.6996182239381596e-09,-5.820919625421084e-05,-1.5863406588323414e-08,1.2194076589366887e-05,-4.4919943320564926e-09,-7.504695531679317e-09,4.853291102335788e-10
80,1.3148946703012143e-05,-7.706830729148351e-10,-5.352944754122291e-10,-1.6996750673570205e-09,-5.820767432851426e-05,-1.5726982383057475e-08,1.2194085798000742e-05,-4.4929038267582655e-09,-7.416474545607343e-09,4.853291102335788e-10
81,1.3149216329111368e-05,-7.561311576864682e-10,-5.252331902738661e-10,-1.699504537100438e-09,-5.820521482746699e-05,-1.5555997379124165e-08,1.219399962337775e-05,-4.4929038267582655e-09,-7.3068804340437055e-09,4.853291102335788e-10
82,1.3149374538556913e-05,-7.444214134011418e-10,-5.170477379579097e-10,-1.6996182239381596e-09,-5.820144747303857e-05,-1.5423211152665317e-08,1.2193786233183346e-05,-4.4919943320564926e-09,-7.219568942673504e-09,4.853291102335788e-10
83,2.0070236502078842e-05,-7.338485374930315e-10,-5.097149369248655e-10,-1.6996182239381596e-09,-1.7698766896501184e-09,-1.529406290501356e-08,1.687011922513193e-05,-4.4919943320564926e-09,-7.1390786615666e-09,4.853291102335788e-10
84,2.0069995400717744e-05,-7.267999535542913e-10,-5.047695594839752e-10,-1.6996182239381596e-09,-1.7701040633255616e-09,-1.5212208381853998e-08,1.6870112631295342e-05,-4.4919943320564926e-09,-7.0854184741619974e-09,4.853291102335788e-10
85,1.3148231673199007e-05,-7.239577826112509e-10,-5.028368832427077e-10,-1.6996750673570205e-09,-5.819580360366672e-05,-1.5177647583186626e-08,1.2193510883662384e-05,-4.4929038267582655e-09,-7.06450009602122e-09,4.853291102335788e-10
86,1.3147528640899964e-05,-7.246399036375806e-10,-5.032916305935942e-10,-1.699504537100438e-09,-5.820172441417526e-05,-1.51885615196079e-08,1.2193822612971417e-05,-4.4929038267582655e-09,-7.069502316880971e-09,4.853291102335788e-10
87,1.3146448360146223e-05,-7.303242455236614e-10,-5.072138264949899e-10,-1.699504537100438e-09,-5.8204119341098703e-05,-1.5254045138135552e-08,1.2193915154057322e-05,-4.4929038267582655e-09,-7.112703315215185e-09,4.853291102335788e-10
88,1.3144289148669941e-05,-7.427161108353175e-10,-5.157971827429719e-10,-1.6995613805192988e-09,-5.820668280875907e-05,-1.539956429041922e-08,1.219392078155579e-05,-4.4929038267582655e-09,-7.205471774796024e-09,4.853291102335788e-10
89,-7.825149269478134e-05,-7.526068657170981e-10,-5.227320798439905e-10,-1.6997319107758813e-09,0.00023896960101410514,-1.551416062284261e-08,-6.034742465565448e-05,-4.4929038267582655e-09,-7.2805050876922905e-09,4.853291102335788e-10
90,-2.8386375703348676e-06,-7.582912076031789e-10,-5.266542757453863e-10,-1.6996182239381596e-09,1.8867567187115064e-06,-1.5585101209580898e-08,0.0,-4.49108483735472e-09,-7.323706086026505e-09,4.853291102335788e-10
91,-2.838507370483967e-06,-7.569269655505195e-10,-5.256310942058917e-10,-1.6996182239381596e-09,1.8863626193591624e-06,-1.5565092326141894e-08,0.0,-4.4919943320564926e-09,-7.3127921496052295e-09,4.853291102335788e-10
92,-2.8385119321683305e-06,-7.497646947740577e-10,-5.207425601838622e-10,-1.6996182239381596e-09,1.8863485183831467e-06,-1.5481418813578784e-08,0.0,-4.4929038267582655e-09,-7.25867721484974e-09,4.853291102335788e-10
93,-2.83853592009109e-06,-7.242988431244157e-10,-5.030642569181509e-10,-1.6996182239381596e-09,1.8864106012282363e-06,-1.5183104551397264e-08,-1.4210854715202004e-14,-4.4919943320564926e-09,-7.067228580126539e-09,4.853291102335788e-10
94,-2.8385780126427562e-06,-6.737082003382966e-10,-4.678781806433108e-10,-1.6996182239381596e-09,1.8865388914133066e-06,-1.4590114005841315e-08,0.0,-4.4919943320564926e-09,-6.6856955527327955e-09,4.853291102335788e-10
95,-2.8386125165980047e-06,-6.301661414909177e-10,-4.376374818093609e-10,-1.6871126717887819e-09,1.8867360921021246e-06,-1.4078977983444929e-08,0.0,-4.4929038267582655e-09,-6.357367965392768e-09,4.853291102335788e-10
96,3.8015755592368805e-06,-6.538130037370138e-10,-4.5412207327899523e-10,-1.6996182239381596e-09,-8.98570781515673e-06,-1.4357283362187445e-08,1.2451500950305672e-06,-4.4919943320564926e-09,-6.536538421642035e-09,4.853291102335788e-10
97,3.8013118910384947e-06,-6.630216375924647e-10,-4.6054537961026654e-10,-1.6996182239381596e-09,-8.985402701000567e-06,-1.446460373699665e-08,1.2451004067770555e-06,-4.4919943320564926e-09,-6.605660018976778e-09,4.853291102335788e-10
98,3.801335367370484e-06,-6.655227480223402e-10,-4.622506821760908e-10,-1.6996182239381596e-09,-8.985629335711565e-06,-1.4493707567453384e-08,1.2450955750864523e-06,-4.4929038267582655e-09,-6.624304660363123e-09,4.853291102335788e-10
99,3.8013557457361458e-06,-6.807567842770368e-10,-4.728235580842011e-10,-1.6996182239381596e-09,-8.98563752116388e-06,-1.467560650780797e-08,1.2450950066522637e-06,-4.4929038267582655e-09,-6.738446245435625e-09,4.853291102335788e-10
100,3.8013547083437516e-06,-7.204334906418808e-10,-5.003357728128321e-10,-1.6996182239381596e-09,-8.985576300801768e-06,-1.5137629816308618e-08,1.245094495061494e-06,-4.4929038267582655e-09,-7.037670002318919e-09,4.853291102335788e-10
101,3.801414806048342e-06,-8.103597792796791e-10,-5.628066901408602e-10,-1.6996182239381596e-09,-8.985534790895144e-06,-1.619446265976876e-08,1.2450975503952577e-06,-4.4929038267582655e-09,-7.714788807788864e-09,4.853291102335788e-10
102,7.29720839699338e-05,-8.52423909236677e-10,-5.920242074353155e-10,-1.6996182239381596e-09,-0.00015280332929433837,-1.668558979872614e-08,7.114825941812433e-05,-4.717549018096179e-09,-8.032657206058502e-09,4.853291102335788e-10
103,3.468334669054984e-05,-8.401457307627425e-10,-5.833840077684727e-10,-1.6996182239381596e-09,-7.928577645369626e-05,-1.6538251657038927e-08,3.592553861965695e-05,-9.287759894505143e-09,-7.939888746477664e-09,4.853291102335788e-10
104,2.5078524565971707e-05,-8.291181075037457e-10,-5.757669896411244e-10,-1.6996182239381596e-09,-6.062147844329396e-05,-1.640910340938717e-08,2.6873179731997807e-05,-1.033367880154401e-08,-7.85666998126544e-09,4.853291102335788e-10
105,2.0252469292106594e-05,-8.128608897095546e-10,-5.645119927066844e-10,-1.6996182239381596e-09,-5.127829791255261e-05,-1.6221747500821948e-08,2.2362113121700436e-05,-1.0564690455794334e-08,-7.734342943876982e-09,4.853291102335788e-10
106,1.7220086332936867e-05,-7.989910955075175e-10,-5.549622983380686e-10,-1.6996182239381596e-09,-4.542341960858092e-05,-1.6059857443906367e-08,1.9545068202027545e-05,-1.1064912541769445e-08,-7.630205800523981e-09,4.853291102335788e-10
107,1.5085716902329678e-05,-7.880771590862423e-10,-5.472315933729988e-10,-1.6996182239381596e-09,-4.131135908599897e-05,-1.5932528185658157e-08,1.757238116716732e-05,-1.3505996321327984e-08,-7.547441782662645e-09,4.853291102335788e-10
108,1.3474754470265316e-05,-7.806875146343373e-10,-5.42115685675526e-10,-1.6996182239381596e-09,-3.821560868610714e-05,-1.5845216694287956e-08,1.609238949179125e-05,-1.3948010746389627e-08,-7.49150785850361e-09,4.853291102335788e-10
109,1.2200704594074734e-05,-7.778453436912969e-10,-5.401830094342586e-10,-1.6996182239381596e-09,-3.5773592907789425e-05,-1.5810655895620584e-08,1.492896572458626e-05,-1.518492354080081e-08,-7.470134733011946e-09,4.853291102335788e-10
110,1.1158129446936396e-05,-7.79891706770286e-10,-5.416609383246396e-10,-1.6996182239381596e-09,-3.378066704489475e-05,-1.5836121747270226e-08,1.3983135168244844e-05,-1.4522811397910118e-08,-7.486050890292972e-09,4.853291102335788e-10
111,1.0282935712299006e-05,-7.852349881432019e-10,-5.454126039694529e-10,-1.6996182239381596e-09,-3.21125723943192e-05,-1.589614839758724e-08,1.3194594973632115e-05,-1.4726538211107254e-08,-7.525613909820095e-09,4.853291102335788e-10
