,PL biogas substrate supply 2023,PL biomass wood supply 2023,PL electricity final use 2023,PL hard coal supply 2023,PL hydro ROR 2023,PL lignite supply 2023,PL natural gas supply 2023,PL other fuel supply 2023,PL solar PV ground 2023,PL solar PV roof 2023,PL wind onshore 2023,PL wind onshore old 2023
302,340.03685636767955,2099.6064013148994,18618.1621005,15963.935741902844,276.0,5561.17424241975,3311.5033333280353,808.82352941225,3314.637164670562,4199.37695064,408.66090671924815,731.4266154781881
303,335.1197831969607,2643.4399999986067,18371.5639269,15880.925371532558,276.0,7271.6559266082895,3278.1566666614217,808.82352941225,2753.7212110393953,3435.02455875,500.3338372668962,899.5924448600402
304,332.6612466116012,2636.3999999986136,18124.9657534,15839.420186347414,276.0,9402.957592533952,3261.4833333281154,808.82352941225,2075.149863441319,2543.45990196,571.1627448705419,1030.5954834918584
305,332.6612466116012,2636.3999999986136,17895.9817352,15839.420186347414,276.0,15129.150549029502,3261.4833333281154,808.82352941225,1136.5331354613197,1351.61097546,520.6128342355422,937.0033672878586
306,332.6612466116012,2636.3999999986136,18072.1232877,15839.420186347414,276.0,20488.238548931702,3261.4833333281154,808.82352941225,304.9116566323203,354.898327172,527.3650036455424,949.4769666778589
307,325.28563685552285,2615.2799999986346,18442.0205479,15714.904630791982,276.0,20800.46945473812,3211.4633333281954,808.82352941225,24.860971531224084,22.0191617772,761.3296299555425,1387.0899130518587
308,312.99295392872557,2580.07999999867,18811.9178082,15507.378704866263,276.0,20655.22740142472,3128.096666661662,808.82352941225,-0.0,-0.0,1013.3876258265423,1870.793010751859
309,288.161734416595,2508.975999998741,17578.9269406,15088.176334496313,276.0,16851.390521125464,2959.6959999952646,808.82352941225,-0.0,-0.0,1151.729761326542,2141.9745798818585
310,265.7890514898239,2444.911999998805,16081.7237443,14710.479149311506,276.0,11998.173858936225,2807.968666662174,808.82352941225,-0.0,-0.0,1237.7102647465417,2312.6402420018585
311,251.0378319776671,2402.6719999988472,14954.4178082,14461.448038200644,276.0,9838.670126769937,2707.9286666623343,808.82352941225,-0.0,-0.0,1247.2214878865416,2331.621610631858
312,248.57929539230767,2395.6319999988546,14285.0799087,14419.9428530155,276.0,8969.436553421756,2691.2553333290275,808.82352941225,-0.0,-0.0,1215.484614866539,2268.364784201856
313,243.66222222158876,2381.5519999988683,13862.3401826,14336.932482645212,276.0,8753.3249031146,2657.9086666624144,808.82352941225,-0.0,-0.0,1154.9264055979622,2148.2901807511075
314,241.2036856362293,2374.5119999988756,13668.5844749,14295.427297460068,276.0,8752.055643590633,2641.2353333291076,808.82352941225,-0.0,-0.0,1097.2434413079352,2034.6723212910802
315,246.1207588069482,2388.5919999988614,13193.0022831,14378.437667830356,276.0,7834.390003348623,2674.581999995721,808.82352941225,-0.0,-0.0,1045.7148244678963,1933.7905951110406
316,260.8719783191049,2430.831999998819,12875.9474886,14627.468778941218,276.0,6752.0822502818155,2774.621999995561,808.82352941225,31.077041537399232,29.3636818858,1019.8605616478953,1883.3892355510397
317,265.7890514898239,2444.911999998805,13703.8127854,14710.479149311506,276.0,8119.229845726812,2807.968666662174,808.82352941225,286.2207680803966,354.898327172,902.7742551358969,1656.909021671041
318,255.95490514838602,2416.7519999988335,15112.9452055,14544.458408570932,276.0,7581.956388154642,2741.2753333289475,808.82352941225,1105.1633020293955,1429.3877399,840.489108907896,1537.5928038910404
319,241.2036856362293,1437.0119999988756,16328.3219178,14295.427297460068,276.0,5561.17424241975,2641.2353333291076,808.82352941225,2119.4265881871343,2780.11259987,1122.9177951555873,2085.152687735451
320,231.12368563625546,1408.1480030639398,17085.7305936,14125.256041225617,276.0,5561.174246466824,2572.87466666255,808.82352941225,2900.0769443499994,3840.2602116,1300.95912544,1816.7180677128636
321,221.28953929481762,1379.9880030639606,17279.4863014,13959.235300485037,276.0,5561.174246466817,2506.181333329324,808.82352941225,3608.8628727900004,4824.85425333,1351.28835026,342.33707600883383
322,213.91392953873924,1358.8680030325488,17385.1712329,13834.71974491136,276.0,5561.174246435488,2456.1613333294035,808.82352941225,4199.4144420699995,5678.17563949,560.7199955074238,0.0
323,206.53831978266086,1337.7479999989748,17297.1004566,13710.204186349543,276.0,5561.17424241975,2406.1413333294836,808.82352941225,4357.622839967936,6058.45824488,-0.0,-0.0
324,201.37539295340594,1322.9640030324822,17120.9589041,13623.043300467065,276.0,5561.174246435386,2371.12733332954,808.82352941225,4321.725047100001,5940.29936977,24.004052051858164,0.0
325,196.45831978268706,1308.884003032612,16698.2191781,13540.032930096844,276.0,5561.174246435502,2337.7806666629267,808.82352941225,4000.11143275,5409.13694581,497.9347636399416,0.0
326,191.54124661196812,1294.8039999990178,16169.7945205,13457.022556720167,276.0,5561.17424241975,2304.433999996313,808.82352941225,3493.64770239713,4632.41632167,367.69811824958293,656.7825367964464
327,189.08271002660868,1556.8101717246968,15835.1255708,13415.517371535023,276.0,5561.17424241975,2287.7606666630063,808.82352941225,2919.179724220558,3763.85736915,205.96134491124482,364.99709997618424
328,184.16563685588974,2211.183999999039,15570.913242,13332.507001164735,276.0,8856.932704662979,2254.413999996393,808.82352941225,2227.0232686513136,2780.11259987,160.8602021985368,284.45097320385275
329,181.7071002705303,2204.1439999990457,15553.2990868,13291.00181597959,276.0,13565.62081292753,2237.740666663087,808.82352941225,1224.41267003132,1476.16898695,150.429757516543,265.8732812978589
330,179.2485636851708,2197.103999999053,15676.5981735,13249.496630794449,276.0,18158.48374471207,2221.06733332978,808.82352941225,304.91165663232016,354.898327172,240.54677428054276,427.0029815248589
331,174.3314905144519,2183.023999999067,16064.109589,13166.48626042416,276.0,18838.07826992761,2187.7206666631664,808.82352941225,31.077041669323037,29.3636818858,540.8580981645424,974.4291033988587
332,166.71002709983756,2161.199999999089,16715.8333333,13037.820186350214,276.0,18666.227197078617,2136.033333329916,808.82352941225,-0.0,-0.0,837.2015732055422,1531.3171180418585
333,161.79295392911862,2147.119999999103,15852.739726,12954.809815979928,276.0,16563.17078469224,2102.6866666633027,808.82352941225,-0.0,-0.0,977.719480784542,1801.5431954918586
334,159.33441734375918,2140.07999999911,14566.9063927,12913.304630794784,276.0,11516.593055649784,2086.013333329996,808.82352941225,-0.0,-0.0,1019.860561786542,1883.3892356918584
335,156.87588075839972,2133.039999999117,13404.3721461,12871.79944560964,276.0,9431.876483493452,2069.339999996689,808.82352941225,-0.0,-0.0,993.9463293615416,1833.0142118218582
336,154.41734417304025,2125.999999999124,12382.7511416,12830.294260424496,276.0,10185.780375861556,2052.666666663383,808.82352941225,-0.0,-0.0,371.1168379035423,663.0006137788586
337,154.41734417304025,2125.999999999124,12012.8538813,12830.294260424496,276.0,10260.749940007528,2052.666666663383,808.82352941225,-0.0,-0.0,425.6889119905419,762.5458037828582
338,154.41734417304025,2125.999999999124,11766.2557078,12830.294260424496,276.0,9707.77764791176,2052.666666663383,808.82352941225,-0.0,-0.0,480.02110767454167,862.1963365388581
339,154.41734417304025,2125.999999999124,11748.6415525,12830.294260424496,276.0,9284.31039372322,2052.666666663383,808.82352941225,-0.0,-0.0,554.3362002845413,999.3878240428576
340,154.41734417304025,2125.999999999124,11167.3744292,12830.294260424496,276.0,8165.220015415981,2052.666666663383,808.82352941225,-0.0,-0.0,584.6071139508973,1055.5690178110415
341,154.41734417304025,2125.999999999124,11308.2876712,12830.294260424496,276.0,8350.641811579848,2052.666666663383,808.82352941225,74.5987959473987,88.2062340456,550.968080152898,993.1475264980422
342,154.41734417304025,2125.999999999124,12188.9954338,12830.294260424496,276.0,8466.4732865722,2052.666666663383,808.82352941225,629.360153074398,791.110662205,401.84314572689885,718.981820919043
343,154.41734417304025,1188.5000030641697,13263.4589041,12830.294263449137,276.0,5561.174246466834,2052.666666663383,808.82352941225,1891.89041456,2373.35057992,360.857869462,513.3249195968834
344,154.41734417304025,1188.500003064153,14232.2374429,12830.29426344913,276.0,5561.174246466817,2052.666666663383,808.82352941225,2779.1618108800003,3518.99269905,534.113425619,79.61759387361808
345,154.41734417304025,1188.5000030327224,14936.803653,12830.294263430884,276.0,5561.174246435492,2052.666666663383,808.82352941225,3487.25000354,4441.13987293,437.11929841956635,0.0
346,154.41734417304025,1188.4999999991242,15024.8744292,12830.294260424496,276.0,5561.17424241975,2052.666666663383,808.82352941225,3415.1956031665413,5177.71710184,-0.0,-0.0
347,154.41734417304025,1188.4999999991242,14936.803653,12830.294260424496,276.0,5561.17424241975,2052.666666663383,808.82352941225,2833.49563984467,5669.17288654,-0.0,-0.0
348,154.41734417304025,1188.4999999991242,14972.0319635,12830.294260424496,276.0,5561.17424241975,2052.666666663383,808.82352941225,2800.6812933540086,5714.21064887,-0.0,-0.0
349,154.41734417304025,1188.4999999991242,14725.43379,12830.294260424496,276.0,5561.17424241975,2052.666666663383,808.82352941225,2997.9319294367606,5293.22424427,-0.0,-0.0
350,154.41734417304025,1188.4999999991242,14478.8356164,12830.294260424496,276.0,5561.17424241975,2052.666666663383,808.82352941225,3483.818528882187,4562.72686295,-0.0,-0.0
351,154.41734417304025,1188.500003064149,14320.3082192,12830.294263449126,276.0,5561.174246466814,2052.666666663383,808.82352941225,2836.4225127400005,3636.95125484,1013.38762649,71.09995898946795
352,154.41734417304025,1188.5000030641606,14302.6940639,12830.294263449134,276.0,5561.174246466824,2052.666666663383,808.82352941225,2037.2112881400003,2575.9816655,873.312931745,694.9887415999385
353,154.41734417304025,2125.999999999124,14425.9931507,12830.294260424496,276.0,10928.2204047507,2052.666666663383,808.82352941225,973.5003209103197,1196.77737402,631.5443412035416,1143.028236981858
354,154.41734417304025,2125.999999999124,14725.43379,12830.294260424496,276.0,18227.02184450585,2052.666666663383,808.82352941225,155.46792025632047,184.152948285,534.1134249555424,961.9522120478587
355,154.41734417304025,2125.999999999124,15958.4246575,13036.577791828131,276.0,22244.696969679,2052.666666663383,808.82352941225,-0.0,-0.0,537.4862300905212,968.1904519940887
356,154.41734417304025,2125.999999999124,16081.7237443,13206.484114498568,276.0,22244.696969679,2052.666666663383,808.82352941225,-0.0,-0.0,577.88680354852,1043.0814277500876
357,154.41734417304025,2125.999999999124,15112.9452055,12830.294260424496,276.0,19382.978703694393,2052.666666663383,808.82352941225,-0.0,-0.0,654.9440834225423,1186.7880913818587
358,154.41734417304025,2125.999999999124,13844.7260274,12830.294260424496,276.0,14929.816697064798,2052.666666663383,808.82352941225,-0.0,-0.0,724.8678247245422,1318.1886341718587
359,154.41734417304025,2125.999999999124,12946.4041096,12830.294260424496,276.0,11946.383947702441,2052.666666663383,808.82352941225,-0.0,-0.0,754.708644047542,1374.5587043418584
360,154.41734417304025,2125.999999999124,12506.0502283,12830.294260424496,276.0,10757.098499247346,2052.666666663383,808.82352941225,-0.0,-0.0,738.1397813405417,1343.2378837418582
361,154.41734417304025,2125.999999999124,12277.06621,12830.294260424496,276.0,10498.807169329317,2052.666666663383,808.82352941225,-0.0,-0.0,688.2926394655417,1249.3371461918582
