,PL battery large storage 2023,PL hydro PSH storage 2023
0,242.9591362615397,3361.452301137533
1,299.5129809979407,3361.452301496277
2,357.3165698364148,3361.452301855032
3,416.44497021265227,3361.452302213784
4,477.73075411779,3361.4523025725407
5,557.7246430643391,3361.4523029313136
6,407.72465844552045,3361.4522806728546
7,257.7246738258514,3361.452258410598
8,107.72468920672902,3361.452236150901
9,204.3530587074629,3361.4522365097123
10,344.35305127689253,3754.4506990463524
11,484.3530438463174,4058.527171445256
12,600.0,4058.5271718042077
13,600.0,4058.527149543714
14,600.0,4058.5271272815826
15,600.0,4058.527105019249
16,600.0,4058.5270827566087
17,521.5129477976948,3683.2251846085205
18,461.80397509683377,2979.7705788239537
19,407.97722457665304,2254.356904319501
20,358.3126994373462,1749.7512475453884
21,310.35449600179516,1352.0488936401757
22,272.9725910107034,1244.5897638570355
23,272.9725733132868,1244.5897415941174
24,272.97255561609376,1244.589719331425
25,272.9725379189277,1244.5896970687645
26,272.97252022171216,1244.5896748060752
27,272.9725025244289,1244.5896525433375
28,272.97248482706334,1244.5896302805347
29,272.97246712960924,1244.5896080176608
30,272.9724494317488,1244.5895857544144
31,222.2208000564546,1060.4579039747396
32,214.28126300084247,1051.4421992491425
33,214.2812453021702,1051.4421769855276
34,214.28122760353025,1051.4421547221477
35,214.28120990466235,1051.4421324587736
36,214.2811922055878,1051.4421101954256
37,214.28117450613058,1051.4420879319362
38,214.28115680647093,1051.4420656684817
39,214.28113910641915,1051.4420434048848
40,214.28112140590656,1051.4420211410768
41,214.2811037008911,1051.441998873307
42,118.25358100566208,345.37561529379553
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,9.565387498830208e-07,8.98053157239746e-07
51,35.41236356756499,52.18045373865213
52,79.47214578030395,208.65985750412176
53,126.01397500355186,679.7387186221687
54,169.49404878416755,1281.636842961824
55,208.31190399440536,1549.0501297353105
56,246.80908087459818,1858.4663604874463
57,286.8777201877682,2423.948247562084
58,329.5989201180983,3408.249905503348
59,377.9979180459107,4241.2511945917795
60,430.74238884227185,5146.511588223839
61,479.12883788413734,5691.332388738634
62,533.6791836786037,6078.336767916513
63,600.0,6211.089439388988
64,596.841802190728,6208.697586048382
65,478.0939937133079,4924.202622711794
66,328.09399528472125,3134.202624118056
67,178.09399685613977,1344.2026255243222
68,63.71011422240962,95.24488294783221
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,25.55291357551354,33.460533712086246
77,68.40491526163923,219.4314158188831
78,101.28162194597333,641.3574701450935
79,128.90581139292118,1003.8405466269946
80,154.290148247929,1481.0977525143294
81,177.77449907087458,2058.406938651507
82,199.69813486080017,3084.91349687227
83,339.69809484754194,4214.913463235458
84,479.69805483450773,5344.913429598659
85,503.8181285246014,6390.335455190401
86,530.4392285293292,7388.130291013363
87,560.5751001193785,8099.904717052996
88,600.0,8470.0
89,599.9999991681552,8469.99999916479
90,491.09629256080956,8276.812755709148
91,389.03074630794765,7745.613682433322
92,290.5568061435106,7393.684926396923
93,212.6493331784867,7179.882903835428
94,110.67625060387417,6996.074857938752
95,0.0,6881.709682002545
96,91.77748292044606,6922.299356374055
97,193.60619438972105,7162.327123198436
98,292.7945578144657,7565.485099138594
99,403.1030538004397,7939.878895980676
100,501.02633780563366,8276.090229416463
101,600.0,8470.0
102,600.0,8470.0
103,600.0,8470.0
104,600.0,8470.0
105,600.0,8470.0
106,600.0,8470.0
107,600.0,8470.0
108,600.0,8470.0
109,600.0,8470.0
110,600.0,8470.0
111,600.0,8470.0
112,600.0,8470.0
113,519.7018309516873,8143.206243403638
114,448.0528750347762,6768.836926541361
115,371.19962022587873,5127.881082007909
116,309.55259118740184,3777.8262499364773
117,257.04314895709103,3548.2943344094347
118,257.0431312583315,3548.2943121449985
