hour,PL
2013-03-09 00:00:00,0.949
2013-03-09 01:00:00,0.906
2013-03-09 02:00:00,0.885
2013-03-09 03:00:00,0.873
2013-03-09 04:00:00,0.874
2013-03-09 05:00:00,0.876
2013-03-09 06:00:00,0.892
2013-03-09 07:00:00,0.961
2013-03-09 08:00:00,1.033
2013-03-09 09:00:00,1.087
2013-03-09 10:00:00,1.111
2013-03-09 11:00:00,1.121
2013-03-09 12:00:00,1.121
2013-03-09 13:00:00,1.12
2013-03-09 14:00:00,1.083
2013-03-09 15:00:00,1.057
2013-03-09 16:00:00,1.045
2013-03-09 17:00:00,1.08
2013-03-09 18:00:00,1.143
2013-03-09 19:00:00,1.146
2013-03-09 20:00:00,1.111
2013-03-09 21:00:00,1.042
2013-03-09 22:00:00,0.981
2013-03-09 23:00:00,0.915
2013-03-10 00:00:00,0.856
2013-03-10 01:00:00,0.82
2013-03-10 02:00:00,0.802
2013-03-10 03:00:00,0.797
2013-03-10 04:00:00,0.794
2013-03-10 05:00:00,0.795
2013-03-10 06:00:00,0.787
2013-03-10 07:00:00,0.832
2013-03-10 08:00:00,0.889
2013-03-10 09:00:00,0.939
2013-03-10 10:00:00,0.973
2013-03-10 11:00:00,0.983
2013-03-10 12:00:00,0.991
2013-03-10 13:00:00,0.996
2013-03-10 14:00:00,0.977
2013-03-10 15:00:00,0.947
2013-03-10 16:00:00,0.941
2013-03-10 17:00:00,0.989
2013-03-10 18:00:00,1.077
2013-03-10 19:00:00,1.097
2013-03-10 20:00:00,1.066
2013-03-10 21:00:00,1.015
2013-03-10 22:00:00,0.963
2013-03-10 23:00:00,0.894
2013-03-11 00:00:00,0.842
2013-03-11 01:00:00,0.817
2013-03-11 02:00:00,0.804
2013-03-11 03:00:00,0.811
2013-03-11 04:00:00,0.835
2013-03-11 05:00:00,0.878
2013-03-11 06:00:00,1.0
2013-03-11 07:00:00,1.129
2013-03-11 08:00:00,1.205
2013-03-11 09:00:00,1.235
2013-03-11 10:00:00,1.234
2013-03-11 11:00:00,1.253
2013-03-11 12:00:00,1.251
2013-03-11 13:00:00,1.263
2013-03-11 14:00:00,1.247
2013-03-11 15:00:00,1.222
2013-03-11 16:00:00,1.212
2013-03-11 17:00:00,1.241
2013-03-11 18:00:00,1.295
2013-03-11 19:00:00,1.305
2013-03-11 20:00:00,1.263
2013-03-11 21:00:00,1.189
2013-03-11 22:00:00,1.105
2013-03-11 23:00:00,1.02
2013-03-12 00:00:00,0.963
2013-03-12 01:00:00,0.93
2013-03-12 02:00:00,0.916
2013-03-12 03:00:00,0.917
2013-03-12 04:00:00,0.932
