hour,PL
2015-03-01 00:00:00,0.322
2015-03-01 01:00:00,0.329
2015-03-01 02:00:00,0.37
2015-03-01 03:00:00,0.456
2015-03-01 04:00:00,0.557
2015-03-01 05:00:00,0.641
2015-03-01 06:00:00,0.781
2015-03-01 07:00:00,0.885
2015-03-01 08:00:00,0.93
2015-03-01 09:00:00,0.947
2015-03-01 10:00:00,0.95
2015-03-01 11:00:00,0.95
2015-03-01 12:00:00,0.95
2015-03-01 13:00:00,0.95
2015-03-01 14:00:00,0.95
2015-03-01 15:00:00,0.95
2015-03-01 16:00:00,0.95
2015-03-01 17:00:00,0.95
2015-03-01 18:00:00,0.95
2015-03-01 19:00:00,0.948
2015-03-01 20:00:00,0.936
2015-03-01 21:00:00,0.901
2015-03-01 22:00:00,0.841
2015-03-01 23:00:00,0.742
2015-03-02 00:00:00,0.666
2015-03-02 01:00:00,0.684
2015-03-02 02:00:00,0.662
2015-03-02 03:00:00,0.615
2015-03-02 04:00:00,0.595
2015-03-02 05:00:00,0.677
2015-03-02 06:00:00,0.595
2015-03-02 07:00:00,0.469
2015-03-02 08:00:00,0.38
2015-03-02 09:00:00,0.388
2015-03-02 10:00:00,0.472
2015-03-02 11:00:00,0.728
2015-03-02 12:00:00,0.832
2015-03-02 13:00:00,0.809
2015-03-02 14:00:00,0.781
2015-03-02 15:00:00,0.783
2015-03-02 16:00:00,0.781
2015-03-02 17:00:00,0.865
2015-03-02 18:00:00,0.9
2015-03-02 19:00:00,0.918
2015-03-02 20:00:00,0.929
2015-03-02 21:00:00,0.936
2015-03-02 22:00:00,0.936
2015-03-02 23:00:00,0.919
2015-03-03 00:00:00,0.933
2015-03-03 01:00:00,0.947
2015-03-03 02:00:00,0.95
2015-03-03 03:00:00,0.95
2015-03-03 04:00:00,0.95
2015-03-03 05:00:00,0.95
2015-03-03 06:00:00,0.95
2015-03-03 07:00:00,0.95
2015-03-03 08:00:00,0.95
2015-03-03 09:00:00,0.95
2015-03-03 10:00:00,0.95
2015-03-03 11:00:00,0.95
2015-03-03 12:00:00,0.95
2015-03-03 13:00:00,0.95
2015-03-03 14:00:00,0.95
2015-03-03 15:00:00,0.95
2015-03-03 16:00:00,0.95
2015-03-03 17:00:00,0.95
2015-03-03 18:00:00,0.95
2015-03-03 19:00:00,0.949
2015-03-03 20:00:00,0.944
2015-03-03 21:00:00,0.924
2015-03-03 22:00:00,0.86
2015-03-03 23:00:00,0.73
2015-03-04 00:00:00,0.581
2015-03-04 01:00:00,0.33
2015-03-04 02:00:00,0.185
2015-03-04 03:00:00,0.1
2015-03-04 04:00:00,0.021
2015-03-04 05:00:00,0.004
2015-03-04 06:00:00,0.0
2015-03-04 07:00:00,0.008
2015-03-04 08:00:00,0.042
2015-03-04 09:00:00,0.096
2015-03-04 10:00:00,0.276
2015-03-04 11:00:00,0.438
2015-03-04 12:00:00,0.438
2015-03-04 13:00:00,0.406
2015-03-04 14:00:00,0.389
2015-03-04 15:00:00,0.432
2015-03-04 16:00:00,0.54
2015-03-04 17:00:00,0.609
2015-03-04 18:00:00,0.541
2015-03-04 19:00:00,0.467
2015-03-04 20:00:00,0.423
2015-03-04 21:00:00,0.354
2015-03-04 22:00:00,0.268
2015-03-04 23:00:00,0.215
2015-03-05 00:00:00,0.155
2015-03-05 01:00:00,0.138
2015-03-05 02:00:00,0.123
2015-03-05 03:00:00,0.117
2015-03-05 04:00:00,0.168
2015-03-05 05:00:00,0.209
2015-03-05 06:00:00,0.207
2015-03-05 07:00:00,0.199
2015-03-05 08:00:00,0.214
2015-03-05 09:00:00,0.194
2015-03-05 10:00:00,0.171
2015-03-05 11:00:00,0.131
2015-03-05 12:00:00,0.109
2015-03-05 13:00:00,0.086
